algorithm,repeat,K,status,T,T0,H,Cost_n,target_cost,non_target_total_cost,non_target_avg_cost,S_T,normalized_cost,z_star,allocation_json,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,n_37,n_38,n_39,n_40,n_41,n_42,n_43,n_44,n_45,n_46,n_47,n_48,n_49,n_50
UCB direct,3,40,ok,200000,60108,139892,59908,35590,24318,623.538461538,26929.728668,2.22460466418,0.215315739971,"{""n_1"": 633, ""n_10"": 633, ""n_11"": 624, ""n_12"": 624, ""n_13"": 624, ""n_14"": 633, ""n_15"": 615, ""n_16"": 606, ""n_17"": 633, ""n_18"": 624, ""n_19"": 633, ""n_2"": 633, ""n_20"": 624, ""n_21"": 624, ""n_22"": 615, ""n_23"": 615, ""n_24"": 615, ""n_25"": 615, ""n_26"": 624, ""n_27"": 624, ""n_28"": 615, ""n_29"": 624, ""n_3"": 633, ""n_30"": 624, ""n_31"": 624, ""n_32"": 624, ""n_33"": 624, ""n_34"": 615, ""n_35"": 633, ""n_36"": 615, ""n_37"": 615, ""n_38"": 624, ""n_39"": 606, ""n_4"": 633, ""n_40"": 35590, ""n_5"": 633, ""n_6"": 633, ""n_7"": 633, ""n_8"": 624, ""n_9"": 615}",633,633,633,633,633,633,633,624,615,633,624,624,624,633,615,606,633,624,633,624,624,615,615,615,615,624,624,615,624,624,624,624,624,615,633,615,615,624,606,35590,,,,,,,,,,
TS appendix,3,40,ok,200000,113679,86321,113479,69464,44015,1128.58974359,26929.728668,4.21389318099,0.242304081736,"{""n_1"": 1137, ""n_10"": 1137, ""n_11"": 1129, ""n_12"": 1129, ""n_13"": 1129, ""n_14"": 1137, ""n_15"": 1121, ""n_16"": 1113, ""n_17"": 1137, ""n_18"": 1129, ""n_19"": 1137, ""n_2"": 1137, ""n_20"": 1129, ""n_21"": 1129, ""n_22"": 1121, ""n_23"": 1121, ""n_24"": 1121, ""n_25"": 1121, ""n_26"": 1129, ""n_27"": 1129, ""n_28"": 1121, ""n_29"": 1129, ""n_3"": 1137, ""n_30"": 1129, ""n_31"": 1129, ""n_32"": 1129, ""n_33"": 1129, ""n_34"": 1121, ""n_35"": 1137, ""n_36"": 1121, ""n_37"": 1121, ""n_38"": 1129, ""n_39"": 1113, ""n_4"": 1137, ""n_40"": 69464, ""n_5"": 1137, ""n_6"": 1137, ""n_7"": 1137, ""n_8"": 1129, ""n_9"": 1121}",1137,1137,1137,1137,1137,1137,1137,1129,1121,1137,1129,1129,1129,1137,1121,1113,1137,1129,1137,1129,1129,1121,1121,1121,1121,1129,1129,1121,1129,1129,1129,1129,1129,1121,1137,1121,1121,1129,1113,69464,,,,,,,,,,
TS direct,3,40,ok,200000,83203,116797,83003,49711,33292,853.641025641,26929.728668,3.08220706652,0.278850000044,"{""n_1"": 861, ""n_10"": 861, ""n_11"": 854, ""n_12"": 854, ""n_13"": 854, ""n_14"": 861, ""n_15"": 847, ""n_16"": 840, ""n_17"": 861, ""n_18"": 854, ""n_19"": 861, ""n_2"": 861, ""n_20"": 854, ""n_21"": 854, ""n_22"": 847, ""n_23"": 847, ""n_24"": 847, ""n_25"": 847, ""n_26"": 854, ""n_27"": 854, ""n_28"": 847, ""n_29"": 854, ""n_3"": 861, ""n_30"": 854, ""n_31"": 854, ""n_32"": 854, ""n_33"": 854, ""n_34"": 847, ""n_35"": 861, ""n_36"": 847, ""n_37"": 847, ""n_38"": 854, ""n_39"": 840, ""n_4"": 861, ""n_40"": 49711, ""n_5"": 861, ""n_6"": 861, ""n_7"": 861, ""n_8"": 854, ""n_9"": 847}",861,861,861,861,861,861,861,854,847,861,854,854,854,861,847,840,861,854,861,854,854,847,847,847,847,854,854,847,854,854,854,854,854,847,861,847,847,854,840,49711,,,,,,,,,,
UCB appendix,3,50,ok,200000,81691,118309,81441,48698,32743,668.224489796,29009.1708178,2.80742253929,0.195809447532,"{""n_1"": 672, ""n_10"": 682, ""n_11"": 682, ""n_12"": 672, ""n_13"": 672, ""n_14"": 663, ""n_15"": 653, ""n_16"": 682, ""n_17"": 672, ""n_18"": 663, ""n_19"": 653, ""n_2"": 682, ""n_20"": 672, ""n_21"": 653, ""n_22"": 672, ""n_23"": 682, ""n_24"": 682, ""n_25"": 663, ""n_26"": 682, ""n_27"": 663, ""n_28"": 663, ""n_29"": 672, ""n_3"": 682, ""n_30"": 672, ""n_31"": 653, ""n_32"": 672, ""n_33"": 672, ""n_34"": 682, ""n_35"": 644, ""n_36"": 663, ""n_37"": 663, ""n_38"": 663, ""n_39"": 663, ""n_4"": 653, ""n_40"": 663, ""n_41"": 663, ""n_42"": 663, ""n_43"": 682, ""n_44"": 682, ""n_45"": 663, ""n_46"": 644, ""n_47"": 663, ""n_48"": 653, ""n_49"": 672, ""n_5"": 672, ""n_50"": 48698, ""n_6"": 663, ""n_7"": 672, ""n_8"": 682, ""n_9"": 672}",672,682,682,653,672,663,672,682,672,682,682,672,672,663,653,682,672,663,653,672,653,672,682,682,663,682,663,663,672,672,653,672,672,682,644,663,663,663,663,663,663,663,682,682,663,644,663,653,672,48698
UCB direct,3,50,ok,200000,64576,135424,64326,38010,26316,537.06122449,29009.1708178,2.21743669973,0.23173770453,"{""n_1"": 541, ""n_10"": 549, ""n_11"": 549, ""n_12"": 541, ""n_13"": 541, ""n_14"": 532, ""n_15"": 524, ""n_16"": 549, ""n_17"": 541, ""n_18"": 532, ""n_19"": 524, ""n_2"": 549, ""n_20"": 541, ""n_21"": 524, ""n_22"": 541, ""n_23"": 549, ""n_24"": 549, ""n_25"": 532, ""n_26"": 549, ""n_27"": 532, ""n_28"": 532, ""n_29"": 541, ""n_3"": 549, ""n_30"": 541, ""n_31"": 524, ""n_32"": 541, ""n_33"": 541, ""n_34"": 549, ""n_35"": 515, ""n_36"": 532, ""n_37"": 532, ""n_38"": 532, ""n_39"": 532, ""n_4"": 524, ""n_40"": 532, ""n_41"": 532, ""n_42"": 532, ""n_43"": 549, ""n_44"": 549, ""n_45"": 532, ""n_46"": 515, ""n_47"": 532, ""n_48"": 524, ""n_49"": 541, ""n_5"": 541, ""n_50"": 38010, ""n_6"": 532, ""n_7"": 541, ""n_8"": 549, ""n_9"": 541}",541,549,549,524,541,532,541,549,541,549,549,541,541,532,524,549,541,532,524,541,524,541,549,549,532,549,532,532,541,541,524,541,541,549,515,532,532,532,532,532,532,532,549,549,532,515,532,524,541,38010
TS appendix,3,50,ok,200000,124534,75466,124284,75346,48938,998.734693878,29009.1708178,4.28430032629,0.258273959842,"{""n_1"": 1002, ""n_10"": 1010, ""n_11"": 1010, ""n_12"": 1002, ""n_13"": 1002, ""n_14"": 994, ""n_15"": 987, ""n_16"": 1010, ""n_17"": 1002, ""n_18"": 994, ""n_19"": 987, ""n_2"": 1010, ""n_20"": 1002, ""n_21"": 987, ""n_22"": 1002, ""n_23"": 1010, ""n_24"": 1010, ""n_25"": 994, ""n_26"": 1010, ""n_27"": 994, ""n_28"": 994, ""n_29"": 1002, ""n_3"": 1010, ""n_30"": 1002, ""n_31"": 987, ""n_32"": 1002, ""n_33"": 1002, ""n_34"": 1010, ""n_35"": 979, ""n_36"": 994, ""n_37"": 994, ""n_38"": 994, ""n_39"": 994, ""n_4"": 987, ""n_40"": 994, ""n_41"": 994, ""n_42"": 994, ""n_43"": 1010, ""n_44"": 1010, ""n_45"": 994, ""n_46"": 979, ""n_47"": 994, ""n_48"": 987, ""n_49"": 1002, ""n_5"": 1002, ""n_50"": 75346, ""n_6"": 994, ""n_7"": 1002, ""n_8"": 1010, ""n_9"": 1002}",1002,1010,1010,987,1002,994,1002,1010,1002,1010,1010,1002,1002,994,987,1010,1002,994,987,1002,987,1002,1010,1010,994,1010,994,994,1002,1002,987,1002,1002,1010,979,994,994,994,994,994,994,994,1010,1010,994,979,994,987,1002,75346
TS direct,3,50,ok,200000,88863,111137,88613,52455,36158,737.918367347,29009.1708178,3.05465470063,0.30070000004,"{""n_1"": 741, ""n_10"": 747, ""n_11"": 747, ""n_12"": 741, ""n_13"": 741, ""n_14"": 734, ""n_15"": 728, ""n_16"": 747, ""n_17"": 741, ""n_18"": 734, ""n_19"": 728, ""n_2"": 747, ""n_20"": 741, ""n_21"": 728, ""n_22"": 741, ""n_23"": 747, ""n_24"": 747, ""n_25"": 734, ""n_26"": 747, ""n_27"": 734, ""n_28"": 734, ""n_29"": 741, ""n_3"": 747, ""n_30"": 741, ""n_31"": 728, ""n_32"": 741, ""n_33"": 741, ""n_34"": 747, ""n_35"": 721, ""n_36"": 734, ""n_37"": 734, ""n_38"": 734, ""n_39"": 734, ""n_4"": 728, ""n_40"": 734, ""n_41"": 734, ""n_42"": 734, ""n_43"": 747, ""n_44"": 747, ""n_45"": 734, ""n_46"": 721, ""n_47"": 734, ""n_48"": 728, ""n_49"": 741, ""n_5"": 741, ""n_50"": 52455, ""n_6"": 734, ""n_7"": 741, ""n_8"": 747, ""n_9"": 741}",741,747,747,728,741,734,741,747,741,747,747,741,741,734,728,747,741,734,728,741,728,741,747,747,734,747,734,734,741,741,728,741,741,747,721,734,734,734,734,734,734,734,747,747,734,721,734,728,741,52455
UCB appendix,4,5,ok,200000,30639,169361,30614,18794,11820,2955,13464.864334,2.27362112537,0.0858973023222,"{""n_1"": 2980, ""n_2"": 2980, ""n_3"": 2920, ""n_4"": 2940, ""n_5"": 18794}",2980,2980,2920,2940,18794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCB direct,4,5,ok,200000,27872,172128,27847,17099,10748,2687,13464.864334,2.06812332521,0.102405785513,"{""n_1"": 2711, ""n_2"": 2711, ""n_3"": 2653, ""n_4"": 2673, ""n_5"": 17099}",2711,2711,2653,2673,17099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS appendix,4,5,ok,200000,48548,151452,48523,32109,16414,4103.5,13464.864334,3.60367537291,0.122200624831,"{""n_1"": 4124, ""n_2"": 4124, ""n_3"": 4075, ""n_4"": 4091, ""n_5"": 32109}",4124,4124,4075,4091,32109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS direct,4,5,ok,200000,41991,158009,41966,27653,14313,3578.25,13464.864334,3.11670425776,0.130900000074,"{""n_1"": 3597, ""n_2"": 3597, ""n_3"": 3552, ""n_4"": 3567, ""n_5"": 27653}",3597,3597,3552,3567,27653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCB appendix,4,10,ok,200000,42006,157994,41956,25694,16262,1806.88888889,16964.6660084,2.47314034825,0.113840497834,"{""n_1"": 1802, ""n_10"": 25694, ""n_2"": 1817, ""n_3"": 1817, ""n_4"": 1802, ""n_5"": 1802, ""n_6"": 1802, ""n_7"": 1817, ""n_8"": 1817, ""n_9"": 1786}",1802,1817,1817,1802,1802,1802,1817,1817,1786,25694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCB direct,4,10,ok,200000,36969,163031,36919,22338,14581,1620.11111111,16964.6660084,2.17622910947,0.132674085126,"{""n_1"": 1615, ""n_10"": 22338, ""n_2"": 1630, ""n_3"": 1630, ""n_4"": 1615, ""n_5"": 1615, ""n_6"": 1615, ""n_7"": 1630, ""n_8"": 1630, ""n_9"": 1601}",1615,1630,1630,1615,1615,1615,1630,1630,1601,22338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS appendix,4,10,ok,200000,64912,135088,64862,41881,22981,2553.44444444,16964.6660084,3.82335850101,0.157162045777,"{""n_1"": 2549, ""n_10"": 41881, ""n_2"": 2562, ""n_3"": 2562, ""n_4"": 2549, ""n_5"": 2549, ""n_6"": 2549, ""n_7"": 2562, ""n_8"": 2562, ""n_9"": 2537}",2549,2562,2562,2549,2549,2549,2562,2562,2537,41881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS direct,4,10,ok,200000,53691,146309,53641,34331,19310,2145.55555556,16964.6660084,3.16192490754,0.171550000066,"{""n_1"": 2142, ""n_10"": 34331, ""n_2"": 2153, ""n_3"": 2153, ""n_4"": 2142, ""n_5"": 2142, ""n_6"": 2142, ""n_7"": 2153, ""n_8"": 2153, ""n_9"": 2130}",2142,2153,2153,2142,2142,2142,2153,2153,2130,34331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCB appendix,4,15,ok,200000,49801,150199,49726,30364,19362,1383,19419.6948,2.56059636942,0.131806727358,"{""n_1"": 1385, ""n_10"": 1385, ""n_11"": 1385, ""n_12"": 1385, ""n_13"": 1371, ""n_14"": 1371, ""n_15"": 30364, ""n_2"": 1399, ""n_3"": 1357, ""n_4"": 1385, ""n_5"": 1399, ""n_6"": 1385, ""n_7"": 1399, ""n_8"": 1399, ""n_9"": 1357}",1385,1399,1357,1385,1399,1385,1399,1399,1357,1385,1385,1385,1371,1371,30364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCB direct,4,15,ok,200000,42869,157131,42794,25974,16820,1201.42857143,19419.6948,2.20363916327,0.154092469181,"{""n_1"": 1203, ""n_10"": 1203, ""n_11"": 1203, ""n_12"": 1203, ""n_13"": 1191, ""n_14"": 1191, ""n_15"": 25974, ""n_2"": 1216, ""n_3"": 1178, ""n_4"": 1203, ""n_5"": 1216, ""n_6"": 1203, ""n_7"": 1216, ""n_8"": 1216, ""n_9"": 1178}",1203,1216,1178,1203,1216,1203,1216,1216,1178,1203,1203,1203,1191,1191,25974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS appendix,4,15,ok,200000,76394,123606,76319,48593,27726,1980.42857143,19419.6948,3.92997937331,0.179600215724,"{""n_1"": 1982, ""n_10"": 1982, ""n_11"": 1982, ""n_12"": 1982, ""n_13"": 1971, ""n_14"": 1971, ""n_15"": 48593, ""n_2"": 1993, ""n_3"": 1960, ""n_4"": 1982, ""n_5"": 1993, ""n_6"": 1982, ""n_7"": 1993, ""n_8"": 1993, ""n_9"": 1960}",1982,1993,1960,1982,1993,1982,1993,1993,1960,1982,1982,1982,1971,1971,48593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS direct,4,15,ok,200000,61302,138698,61227,38497,22730,1623.57142857,19419.6948,3.15283018763,0.19845000006,"{""n_1"": 1625, ""n_10"": 1625, ""n_11"": 1625, ""n_12"": 1625, ""n_13"": 1615, ""n_14"": 1615, ""n_15"": 38497, ""n_2"": 1635, ""n_3"": 1605, ""n_4"": 1625, ""n_5"": 1635, ""n_6"": 1625, ""n_7"": 1635, ""n_8"": 1635, ""n_9"": 1605}",1625,1635,1605,1625,1635,1625,1635,1635,1605,1625,1625,1625,1615,1615,38497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCB appendix,4,20,ok,200000,56229,143771,56129,34115,22014,1158.63157895,21374.1398084,2.62602380742,0.14571882709,"{""n_1"": 1167, ""n_10"": 1167, ""n_11"": 1155, ""n_12"": 1167, ""n_13"": 1167, ""n_14"": 1155, ""n_15"": 1155, ""n_16"": 1167, ""n_17"": 1167, ""n_18"": 1130, ""n_19"": 1142, ""n_2"": 1167, ""n_20"": 34115, ""n_3"": 1155, ""n_4"": 1155, ""n_5"": 1155, ""n_6"": 1167, ""n_7"": 1167, ""n_8"": 1167, ""n_9"": 1142}",1167,1167,1155,1155,1155,1167,1167,1167,1142,1167,1155,1167,1167,1155,1155,1167,1167,1130,1142,34115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCB direct,4,20,ok,200000,47556,152444,47456,28640,18816,990.315789474,21374.1398084,2.22025309207,0.170465871078,"{""n_1"": 998, ""n_10"": 998, ""n_11"": 987, ""n_12"": 998, ""n_13"": 998, ""n_14"": 987, ""n_15"": 987, ""n_16"": 998, ""n_17"": 998, ""n_18"": 964, ""n_19"": 975, ""n_2"": 998, ""n_20"": 28640, ""n_3"": 987, ""n_4"": 987, ""n_5"": 987, ""n_6"": 998, ""n_7"": 998, ""n_8"": 998, ""n_9"": 975}",998,998,987,987,987,998,998,998,975,998,987,998,998,987,987,998,998,964,975,28640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS appendix,4,20,ok,200000,85858,114142,85758,53987,31771,1672.15789474,21374.1398084,4.0122316392,0.196782494581,"{""n_1"": 1679, ""n_10"": 1679, ""n_11"": 1669, ""n_12"": 1679, ""n_13"": 1679, ""n_14"": 1669, ""n_15"": 1669, ""n_16"": 1679, ""n_17"": 1679, ""n_18"": 1649, ""n_19"": 1659, ""n_2"": 1679, ""n_20"": 53987, ""n_3"": 1669, ""n_4"": 1669, ""n_5"": 1669, ""n_6"": 1679, ""n_7"": 1679, ""n_8"": 1679, ""n_9"": 1659}",1679,1679,1669,1669,1669,1679,1679,1679,1659,1679,1669,1679,1679,1669,1669,1679,1679,1649,1659,53987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS direct,4,20,ok,200000,67252,132748,67152,41847,25305,1331.84210526,21374.1398084,3.14174046777,0.220650000056,"{""n_1"": 1338, ""n_10"": 1338, ""n_11"": 1329, ""n_12"": 1338, ""n_13"": 1338, ""n_14"": 1329, ""n_15"": 1329, ""n_16"": 1338, ""n_17"": 1338, ""n_18"": 1311, ""n_19"": 1320, ""n_2"": 1338, ""n_20"": 41847, ""n_3"": 1329, ""n_4"": 1329, ""n_5"": 1329, ""n_6"": 1338, ""n_7"": 1338, ""n_8"": 1338, ""n_9"": 1320}",1338,1338,1329,1329,1329,1338,1338,1338,1320,1338,1329,1338,1338,1329,1329,1338,1338,1311,1320,41847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCB appendix,4,30,ok,200000,66347,133653,66197,39992,26205,903.620689655,24467.282261,2.70553138243,0.166637306282,"{""n_1"": 915, ""n_10"": 904, ""n_11"": 904, ""n_12"": 915, ""n_13"": 915, ""n_14"": 904, ""n_15"": 904, ""n_16"": 893, ""n_17"": 893, ""n_18"": 904, ""n_19"": 893, ""n_2"": 915, ""n_20"": 882, ""n_21"": 904, ""n_22"": 904, ""n_23"": 904, ""n_24"": 893, ""n_25"": 904, ""n_26"": 882, ""n_27"": 893, ""n_28"": 904, ""n_29"": 915, ""n_3"": 904, ""n_30"": 39992, ""n_4"": 904, ""n_5"": 915, ""n_6"": 915, ""n_7"": 904, ""n_8"": 915, ""n_9"": 904}",915,915,904,904,915,915,904,915,904,904,904,915,915,904,904,893,893,904,893,882,904,904,904,893,904,882,893,904,915,39992,,,,,,,,,,,,,,,,,,,,
UCB direct,4,30,ok,200000,54594,145406,54444,32443,22001,758.655172414,24467.282261,2.22517562103,0.194835787913,"{""n_1"": 769, ""n_10"": 759, ""n_11"": 759, ""n_12"": 769, ""n_13"": 769, ""n_14"": 759, ""n_15"": 759, ""n_16"": 749, ""n_17"": 749, ""n_18"": 759, ""n_19"": 749, ""n_2"": 769, ""n_20"": 739, ""n_21"": 759, ""n_22"": 759, ""n_23"": 759, ""n_24"": 749, ""n_25"": 759, ""n_26"": 739, ""n_27"": 749, ""n_28"": 759, ""n_29"": 769, ""n_3"": 759, ""n_30"": 32443, ""n_4"": 759, ""n_5"": 769, ""n_6"": 769, ""n_7"": 759, ""n_8"": 769, ""n_9"": 759}",769,769,759,759,769,769,759,769,759,759,759,769,769,759,759,749,749,759,749,739,759,759,759,749,759,739,749,759,769,32443,,,,,,,,,,,,,,,,,,,,
TS appendix,4,30,ok,200000,101080,98920,100930,62543,38387,1323.68965517,24467.282261,4.12510056995,0.222606353562,"{""n_1"": 1333, ""n_10"": 1324, ""n_11"": 1324, ""n_12"": 1333, ""n_13"": 1333, ""n_14"": 1324, ""n_15"": 1324, ""n_16"": 1315, ""n_17"": 1315, ""n_18"": 1324, ""n_19"": 1315, ""n_2"": 1333, ""n_20"": 1306, ""n_21"": 1324, ""n_22"": 1324, ""n_23"": 1324, ""n_24"": 1315, ""n_25"": 1324, ""n_26"": 1306, ""n_27"": 1315, ""n_28"": 1324, ""n_29"": 1333, ""n_3"": 1324, ""n_30"": 62543, ""n_4"": 1324, ""n_5"": 1333, ""n_6"": 1333, ""n_7"": 1324, ""n_8"": 1333, ""n_9"": 1324}",1333,1333,1324,1324,1333,1333,1324,1333,1324,1324,1324,1333,1333,1324,1324,1315,1315,1324,1315,1306,1324,1324,1324,1315,1324,1306,1315,1324,1333,62543,,,,,,,,,,,,,,,,,,,,
TS direct,4,30,ok,200000,76246,123754,76096,46263,29833,1028.72413793,24467.282261,3.11011248361,0.252700000049,"{""n_1"": 1037, ""n_10"": 1029, ""n_11"": 1029, ""n_12"": 1037, ""n_13"": 1037, ""n_14"": 1029, ""n_15"": 1029, ""n_16"": 1021, ""n_17"": 1021, ""n_18"": 1029, ""n_19"": 1021, ""n_2"": 1037, ""n_20"": 1013, ""n_21"": 1029, ""n_22"": 1029, ""n_23"": 1029, ""n_24"": 1021, ""n_25"": 1029, ""n_26"": 1013, ""n_27"": 1021, ""n_28"": 1029, ""n_29"": 1037, ""n_3"": 1029, ""n_30"": 46263, ""n_4"": 1029, ""n_5"": 1037, ""n_6"": 1037, ""n_7"": 1029, ""n_8"": 1037, ""n_9"": 1029}",1037,1037,1029,1029,1037,1037,1029,1037,1029,1029,1029,1037,1037,1029,1029,1021,1021,1029,1021,1013,1029,1029,1029,1021,1029,1013,1021,1029,1037,46263,,,,,,,,,,,,,,,,,,,,
UCB appendix,4,40,ok,200000,74646,125354,74446,44719,29727,762.230769231,26929.728668,2.76445414351,0.1827340594,"{""n_1"": 763, ""n_10"": 763, ""n_11"": 763, ""n_12"": 773, ""n_13"": 773, ""n_14"": 773, ""n_15"": 753, ""n_16"": 753, ""n_17"": 773, ""n_18"": 763, ""n_19"": 763, ""n_2"": 763, ""n_20"": 763, ""n_21"": 773, ""n_22"": 763, ""n_23"": 753, ""n_24"": 763, ""n_25"": 773, ""n_26"": 773, ""n_27"": 773, ""n_28"": 743, ""n_29"": 753, ""n_3"": 763, ""n_30"": 763, ""n_31"": 763, ""n_32"": 753, ""n_33"": 743, ""n_34"": 753, ""n_35"": 753, ""n_36"": 763, ""n_37"": 743, ""n_38"": 773, ""n_39"": 743, ""n_4"": 763, ""n_40"": 44719, ""n_5"": 773, ""n_6"": 773, ""n_7"": 773, ""n_8"": 763, ""n_9"": 763}",763,763,763,763,773,773,773,763,763,763,763,773,773,773,753,753,773,763,763,763,773,763,753,763,773,773,773,743,753,763,763,753,743,753,753,763,743,773,743,44719,,,,,,,,,,
UCB direct,4,40,ok,200000,60101,139899,59901,35592,24309,623.307692308,26929.728668,2.2243447284,0.215315739971,"{""n_1"": 624, ""n_10"": 624, ""n_11"": 624, ""n_12"": 633, ""n_13"": 633, ""n_14"": 633, ""n_15"": 615, ""n_16"": 615, ""n_17"": 633, ""n_18"": 624, ""n_19"": 624, ""n_2"": 624, ""n_20"": 624, ""n_21"": 633, ""n_22"": 624, ""n_23"": 615, ""n_24"": 624, ""n_25"": 633, ""n_26"": 633, ""n_27"": 633, ""n_28"": 606, ""n_29"": 615, ""n_3"": 624, ""n_30"": 624, ""n_31"": 624, ""n_32"": 615, ""n_33"": 606, ""n_34"": 615, ""n_35"": 615, ""n_36"": 624, ""n_37"": 606, ""n_38"": 633, ""n_39"": 606, ""n_4"": 624, ""n_40"": 35592, ""n_5"": 633, ""n_6"": 633, ""n_7"": 633, ""n_8"": 624, ""n_9"": 624}",624,624,624,624,633,633,633,624,624,624,624,633,633,633,615,615,633,624,624,624,633,624,615,624,633,633,633,606,615,624,624,615,606,615,615,624,606,633,606,35592,,,,,,,,,,
TS appendix,4,40,ok,200000,113669,86331,113469,69462,44007,1128.38461538,26929.728668,4.21352184416,0.242297752592,"{""n_1"": 1129, ""n_10"": 1129, ""n_11"": 1129, ""n_12"": 1137, ""n_13"": 1137, ""n_14"": 1137, ""n_15"": 1121, ""n_16"": 1121, ""n_17"": 1137, ""n_18"": 1129, ""n_19"": 1129, ""n_2"": 1129, ""n_20"": 1129, ""n_21"": 1137, ""n_22"": 1129, ""n_23"": 1121, ""n_24"": 1129, ""n_25"": 1137, ""n_26"": 1137, ""n_27"": 1137, ""n_28"": 1113, ""n_29"": 1121, ""n_3"": 1129, ""n_30"": 1129, ""n_31"": 1129, ""n_32"": 1121, ""n_33"": 1113, ""n_34"": 1121, ""n_35"": 1121, ""n_36"": 1129, ""n_37"": 1113, ""n_38"": 1137, ""n_39"": 1113, ""n_4"": 1129, ""n_40"": 69462, ""n_5"": 1137, ""n_6"": 1137, ""n_7"": 1137, ""n_8"": 1129, ""n_9"": 1129}",1129,1129,1129,1129,1137,1137,1137,1129,1129,1129,1129,1137,1137,1137,1121,1121,1137,1129,1129,1129,1137,1129,1121,1129,1137,1137,1137,1113,1121,1129,1129,1121,1113,1121,1121,1129,1113,1137,1113,69462,,,,,,,,,,
TS direct,4,40,ok,200000,83198,116802,82998,49713,33285,853.461538462,26929.728668,3.0820213981,0.278850000044,"{""n_1"": 854, ""n_10"": 854, ""n_11"": 854, ""n_12"": 861, ""n_13"": 861, ""n_14"": 861, ""n_15"": 847, ""n_16"": 847, ""n_17"": 861, ""n_18"": 854, ""n_19"": 854, ""n_2"": 854, ""n_20"": 854, ""n_21"": 861, ""n_22"": 854, ""n_23"": 847, ""n_24"": 854, ""n_25"": 861, ""n_26"": 861, ""n_27"": 861, ""n_28"": 840, ""n_29"": 847, ""n_3"": 854, ""n_30"": 854, ""n_31"": 854, ""n_32"": 847, ""n_33"": 840, ""n_34"": 847, ""n_35"": 847, ""n_36"": 854, ""n_37"": 840, ""n_38"": 861, ""n_39"": 840, ""n_4"": 854, ""n_40"": 49713, ""n_5"": 861, ""n_6"": 861, ""n_7"": 861, ""n_8"": 854, ""n_9"": 854}",854,854,854,854,861,861,861,854,854,854,854,861,861,861,847,847,861,854,854,854,861,854,847,854,861,861,861,840,847,854,854,847,840,847,847,854,840,861,840,49713,,,,,,,,,,
UCB appendix,4,50,ok,200000,81918,118082,81668,48767,32901,671.448979592,29009.1708178,2.81524765092,0.196032137331,"{""n_1"": 680, ""n_10"": 680, ""n_11"": 661, ""n_12"": 680, ""n_13"": 680, ""n_14"": 680, ""n_15"": 680, ""n_16"": 671, ""n_17"": 671, ""n_18"": 680, ""n_19"": 671, ""n_2"": 661, ""n_20"": 680, ""n_21"": 671, ""n_22"": 671, ""n_23"": 661, ""n_24"": 680, ""n_25"": 680, ""n_26"": 680, ""n_27"": 652, ""n_28"": 671, ""n_29"": 671, ""n_3"": 680, ""n_30"": 680, ""n_31"": 680, ""n_32"": 680, ""n_33"": 661, ""n_34"": 661, ""n_35"": 661, ""n_36"": 680, ""n_37"": 680, ""n_38"": 661, ""n_39"": 671, ""n_4"": 671, ""n_40"": 671, ""n_41"": 671, ""n_42"": 680, ""n_43"": 652, ""n_44"": 671, ""n_45"": 652, ""n_46"": 642, ""n_47"": 652, ""n_48"": 661, ""n_49"": 680, ""n_5"": 680, ""n_50"": 48767, ""n_6"": 680, ""n_7"": 680, ""n_8"": 671, ""n_9"": 680}",680,661,680,671,680,680,680,671,680,680,661,680,680,680,680,671,671,680,671,680,671,671,661,680,680,680,652,671,671,680,680,680,661,661,661,680,680,661,671,671,671,680,652,671,652,642,652,661,680,48767
